x1,x2,label
4.09494,1.94922,0
4.99126,1.16961,0
3.23325,1.58757,0
4.08371,-0.38711,0
3.84353,1.38562,0
3.66405,0.50033,0
5.07946,2.25067,0
4.51221,1.69653,0
5.86498,1.64722,0
5.69813,0.74880,0
6.80067,1.87890,0
4.42429,3.12426,0
4.06237,1.09731,0
4.71517,1.05076,0
5.23653,3.55192,0
4.81458,1.28495,0
4.24777,1.31651,0
3.65384,2.70701,0
4.18233,2.90401,0
4.16850,2.73391,0
4.72148,3.28425,0
5.30046,1.68480,0
4.29957,3.47999,0
6.31010,2.95076,0
3.45890,3.23425,0
3.89648,0.24332,0
5.28343,1.31197,0
4.60894,1.54533,0
4.53580,1.82627,0
4.86476,0.77034,0
5.28931,2.52414,0
4.95573,2.03790,0
6.01188,2.95087,0
5.17011,1.05185,0
5.50903,0.35778,0
5.06832,3.70879,0
5.58953,2.46956,0
3.87665,1.81110,0
5.82876,0.27762,0
3.88585,1.80660,0
5.17152,1.00070,0
4.67550,1.61460,0
4.63503,1.75714,0
7.45063,0.91110,0
3.70037,1.11723,0
6.47468,-0.04014,0
4.11544,2.84334,0
5.11054,1.54032,0
3.75280,2.72185,0
5.47200,1.42220,0
4.25004,1.80816,0
4.65622,0.13980,0
3.35910,1.84021,0
4.82170,0.91313,0
5.04469,0.76417,0
3.38929,1.53208,0
3.20266,2.51541,0
5.76868,1.02391,0
3.84183,1.26428,0
5.13253,1.03134,0
5.70538,1.59912,0
4.49686,0.18263,0
5.48546,3.06481,0
4.89977,1.69478,0
4.95281,1.63588,0
4.42517,2.65426,0
3.80683,1.31075,0
4.19815,1.86293,0
6.12937,1.47314,0
5.00377,3.77410,0
3.43344,0.74919,0
5.98486,1.31854,0
4.22089,2.36072,0
5.27342,1.12979,0
3.94810,1.39538,0
3.26523,2.45139,0
3.75884,-0.28650,0
4.17061,1.71027,0
3.56495,1.57034,0
5.74767,1.51791,0
5.28156,1.09105,0
6.20385,0.40080,0
4.07953,0.84736,0
6.27126,1.35149,0
3.99160,0.75658,0
6.79448,2.91168,0
4.27691,2.01185,0
5.99136,0.18214,0
2.58643,1.07578,0
5.23893,1.72930,0
4.89302,3.65001,0
3.91319,3.69070,0
4.48144,3.49858,0
5.18148,3.12778,0
6.24956,1.99446,0
5.67701,2.78580,0
5.84603,1.24001,0
4.11610,1.37010,0
6.46477,2.57599,0
4.24321,1.99901,0
4.66187,2.18995,0
4.95780,4.18191,0
6.31363,2.88055,0
5.06924,2.71833,0
4.73826,1.36918,0
6.18762,1.77800,0
4.98193,0.64250,0
3.61693,1.82652,0
4.57068,3.48208,0
5.98721,1.57295,0
3.08832,3.69767,0
5.03779,2.87370,0
3.01772,0.88721,0
3.42694,1.95764,0
4.77708,0.26472,0
4.91867,2.43407,0
6.14545,1.16379,0
3.86086,0.67221,0
4.69718,2.11263,0
4.94269,4.54917,0
3.48234,1.82396,0
5.32711,2.03215,0
5.12590,1.44473,0
4.31773,3.29049,0
4.80733,1.53661,0
5.97091,1.95010,0
5.62137,2.19222,0
4.27192,0.88709,0
3.93214,1.16188,0
4.61610,1.23806,0
6.21954,2.27512,0
5.03891,1.13387,0
2.99630,0.44447,0
6.72417,1.37028,0
4.81913,3.76057,0
5.85043,1.20096,0
4.90797,1.01158,0
4.81034,0.27294,0
6.20871,2.94980,0
4.79957,1.28642,0
6.75800,2.03658,0
5.06324,2.43452,0
6.21320,2.81369,0
5.26222,1.10526,0
5.53515,1.63318,0
3.38258,2.22401,0
3.25571,2.47426,0
3.80887,1.53517,0
5.36531,3.01097,0
4.04825,2.99879,0
4.47472,1.73706,0
5.19225,1.59374,0
5.71104,1.07560,0
6.27350,-0.63046,0
3.87213,1.35994,0
5.99114,1.24327,0
5.97182,0.99962,0
5.04343,2.17242,0
4.58524,2.02742,0
4.75984,1.60606,0
6.90520,3.37763,0
4.88061,2.75993,0
6.00825,1.54410,0
4.30511,1.20480,0
5.40055,1.66254,0
4.46793,0.43775,0
5.15887,0.34080,0
5.38406,1.47074,0
4.00391,1.43823,0
5.17967,1.89054,0
3.92566,0.62496,0
3.43084,1.15256,0
3.17066,2.70277,0
6.39039,0.78620,0
5.96412,3.10666,0
4.65721,2.98068,0
6.22520,1.37969,0
3.96373,1.02191,0
2.71936,3.09115,0
4.88374,3.68565,0
4.76107,1.94904,0
3.96322,0.28150,0
4.97519,2.67719,0
4.27999,1.65271,0
5.49837,0.43307,0
4.65327,2.97147,0
5.10853,2.18603,0
3.22278,1.14429,0
5.60954,3.17630,0
6.28337,1.45762,0
3.20964,2.65741,0
3.10742,1.74516,0
5.48548,2.85975,0
4.85765,1.28804,0
6.12356,1.67411,0
6.28393,2.33069,0
5.16642,1.25732,0
5.24757,3.41011,0
3.76188,1.37818,0
4.76319,1.76292,0
5.10042,0.77400,0
3.21431,2.45400,0
4.87668,1.35926,0
5.76743,0.84264,0
6.67827,1.21028,0
4.63427,1.68292,0
6.76691,1.76634,0
3.50731,2.42102,0
4.94075,1.57951,0
3.38590,1.15652,0
4.18671,1.66820,0
4.88213,1.67379,0
6.15196,0.68585,0
4.93117,0.76465,0
5.20744,-0.28863,0
3.89524,3.57243,0
5.88315,2.01578,0
5.06330,0.64140,0
3.11148,2.14010,0
3.43588,2.84425,0
5.02827,3.78309,0
3.19969,1.86965,0
3.49050,0.61371,0
5.60908,2.12499,0
4.98956,0.64654,0
5.12640,2.96937,0
3.40562,2.76960,0
4.48677,0.43561,0
6.43973,0.18065,0
5.75963,1.25482,0
4.15838,0.99060,0
4.07323,1.28181,0
4.92895,1.66537,0
5.86159,3.87820,0
4.96983,1.43129,0
4.44552,0.85664,0
2.60935,1.10954,0
4.93747,1.41940,0
4.06103,1.50587,0
5.88418,0.40878,0
4.75497,2.67911,0
4.53165,3.55199,0
4.53862,2.07554,0
5.16134,2.32390,0
5.18104,0.99844,0
5.89653,2.69793,0
4.84372,3.18599,0
4.90177,2.66890,0
6.73642,0.77179,0
3.50773,2.26132,0
5.47690,1.22047,0
4.89557,2.98794,0
5.82000,3.15222,0
5.16737,1.24676,0
5.42806,1.92376,0
5.23330,2.05525,0
5.33575,-0.34205,0
6.57907,1.73712,0
4.47432,2.27564,0
5.72271,1.76097,0
6.13597,1.42759,0
5.26460,2.98085,0
5.32727,0.77067,0
3.31223,1.73434,0
4.71320,1.13893,0
5.14144,0.98317,0
2.87987,1.31515,0
6.61531,2.22250,0
5.82881,1.19022,0
6.20393,2.14024,0
5.51450,1.48579,0
4.36366,1.11057,0
5.61283,1.56313,0
5.27651,2.75540,0
4.67633,0.70726,0
5.07034,2.19026,0
4.73493,2.26440,0
5.91146,2.04167,0
4.97693,1.61288,0
4.86358,1.39417,0
4.97597,2.39077,0
4.80056,0.88088,0
3.94886,3.21299,0
4.11847,3.20596,0
2.96805,2.75745,0
5.76305,0.53910,0
3.93735,2.89992,0
3.92766,1.35515,0
4.95116,2.29658,0
4.73513,2.35716,0
4.91328,1.57132,0
5.31177,1.54025,0
4.14886,1.94301,0
3.83856,3.36897,0
6.38932,2.06021,0
5.33707,4.53136,0
5.63055,1.24526,0
3.26965,0.06439,0
4.31602,0.75895,0
5.67628,2.28184,0
4.17268,3.09896,0
4.85691,1.84750,0
4.75730,0.04280,0
5.50564,3.99668,0
4.09490,2.58158,0
6.06236,1.20017,0
4.49721,1.28707,0
6.38422,0.54356,0
4.79336,1.76856,0
4.58116,2.39050,0
4.44650,1.27494,0
5.03661,1.80450,0
4.58352,1.33347,0
4.75237,2.64367,0
4.71698,4.64016,0
6.13535,-0.37096,0
4.74632,3.10727,0
3.48995,2.46734,0
5.04391,0.71566,0
4.25653,3.13299,0
4.02978,1.67277,0
4.43895,1.94998,0
3.59988,1.76908,0
4.99882,2.64580,0
3.43995,2.67267,0
4.43541,1.34705,0
5.32465,2.24616,0
4.64792,3.53771,0
4.29989,1.17662,0
5.02557,2.09634,0
5.58849,0.86118,0
4.40547,0.77544,0
5.51997,1.40083,0
6.50204,2.38054,0
4.46471,1.63621,0
4.93790,0.67726,0
6.64735,3.12104,0
3.92620,1.52281,0
5.34234,2.61742,0
5.40556,2.04752,0
4.43291,2.11465,0
4.25430,1.54953,0
3.99349,1.37230,0
4.26615,1.00198,0
5.82923,3.81337,0
5.79424,2.11842,0
3.78075,3.72205,0
4.21718,2.10656,0
5.99065,1.31141,0
3.57302,2.64640,0
4.63365,1.01081,0
4.66313,2.30910,0
4.88368,2.45358,0
7.21610,1.05619,0
6.70508,2.05319,0
3.84172,0.05280,0
4.55948,-0.03414,0
3.50003,3.16094,0
4.76187,1.31394,0
5.56006,2.60751,0
6.37573,3.87251,0
6.43676,2.25912,0
5.99580,1.29090,0
5.88554,1.40632,0
2.85145,1.22174,0
5.48011,0.37170,0
3.99041,3.58058,0
5.25340,2.31526,0
5.13362,1.91000,0
4.14501,0.10758,0
4.74167,-0.70438,0
5.94969,2.32640,0
4.84143,1.26547,0
4.61472,0.57192,0
6.74282,2.50148,0
4.77305,1.34747,0
5.30980,2.21856,0
4.22198,2.85683,0
4.66857,1.30172,0
4.93835,2.09472,0
3.71159,0.40732,0
6.03083,0.46786,0
3.58865,2.64559,0
4.30197,0.22041,0
5.56695,2.98364,0
5.62694,2.54291,0
6.33375,2.11349,0
3.35782,0.89672,0
5.00140,2.31645,0
6.43779,1.47843,0
4.26550,1.34842,0
6.42901,0.39345,0
5.09681,1.08581,0
3.20372,1.62908,0
4.75763,3.06469,0
2.68540,3.24260,0
4.72141,-0.04995,0
5.12346,3.32062,0
4.33350,0.22012,0
3.75202,2.52187,0
5.84343,2.94239,0
4.50523,2.96533,0
5.76740,1.02953,0
4.34358,0.56142,0
4.96765,3.96877,0
4.82923,1.59194,0
5.31669,3.36452,0
5.05844,0.86985,0
4.68347,1.76480,0
4.02546,2.18016,0
3.48281,3.34811,0
5.30112,1.87950,0
4.35472,1.54104,0
3.93514,1.38100,0
4.51860,4.11390,0
4.62124,0.94589,0
5.50768,2.73056,0
4.58453,2.38005,0
5.13746,0.60221,0
3.64452,2.88857,0
4.69657,3.89215,0
5.76324,-0.17031,0
4.13126,1.76876,0
2.90941,1.26417,0
4.99257,2.59381,0
2.90308,2.17086,0
3.90298,4.58528,0
5.63386,3.68154,0
5.48677,1.40330,0
3.72576,2.06929,0
3.47052,1.59952,0
5.40044,-0.34538,0
5.67639,1.34987,0
5.16694,1.02011,0
5.55788,1.92431,0
4.70063,0.59740,0
5.22670,0.25773,0
5.58177,1.80579,0
3.98952,2.70777,0
5.33898,2.38079,0
6.30399,1.21942,0
3.56543,1.90259,0
5.38351,2.64416,0
4.47032,3.10405,0
5.37291,-1.21752,0
5.60291,2.70725,0
4.19209,1.87545,0
3.22097,0.48682,0
3.85759,1.55291,0
3.49940,1.52698,0
6.02665,2.68494,0
5.27934,1.50683,0
5.01979,0.98032,0
4.85884,1.97835,0
3.68276,2.42837,0
5.41263,1.85413,0
3.63371,0.84491,0
4.32244,1.01547,0
3.60975,1.87903,0
3.76930,2.44527,0
4.43145,0.54553,0
4.84141,2.02117,0
3.10054,2.61704,0
4.43871,2.83931,0
5.64311,2.00776,0
5.76888,2.96112,0
4.45330,-0.17511,0
4.46042,2.81973,0
5.67769,1.68306,0
5.22284,0.81329,0
6.76909,1.45555,0
5.14813,0.43152,0
4.48543,1.10039,0
3.62939,1.58039,0
4.07574,-0.43128,0
4.30277,2.89222,0
5.01022,0.70835,0
3.37784,2.06156,0
6.80456,2.19903,0
3.00473,1.76305,0
5.47033,2.26195,0
5.64849,1.59696,0
3.97602,-0.46771,0
6.54856,2.88964,0
4.86982,0.38631,0
4.63364,0.38994,0
5.14705,2.48171,0
4.81431,2.01358,0
6.36980,1.89596,0
6.48231,3.23591,0
4.88073,0.71626,0
4.78537,2.16616,0
5.80143,3.49527,0
4.86585,2.36817,0
3.47601,3.55592,0
2.78158,2.48495,0
6.14943,3.58467,0
2.30706,3.88081,0
5.82260,1.72254,0
3.14208,1.91722,0
5.10817,2.17898,0
3.62716,2.67885,0
4.70755,1.84404,0
3.24576,2.21078,0
4.98337,2.41053,0
4.46112,3.26960,0
5.52606,0.59037,0
4.52237,2.67167,0
5.21877,0.24201,0
3.65387,3.56528,0
6.30356,1.99546,0
5.23395,1.22207,0
6.77915,1.37014,0
5.19103,1.90846,0
5.39040,1.22063,0
4.34702,2.15604,0
5.02151,0.00898,0
2.60990,3.20555,0
4.36240,2.67363,0
5.45138,1.53829,0
5.68015,0.80669,0
5.01223,1.13181,0
6.11051,-0.26217,0
5.99265,3.62392,0
5.97115,1.37512,0
4.79021,2.18505,0
4.70457,1.87871,0
5.87509,0.56266,0
5.60452,0.69407,0
3.45547,3.11838,0
3.54730,2.05113,0
5.17606,2.78053,0
4.44154,3.48498,0
5.71198,1.96869,0
4.08298,1.52064,0
3.13979,2.21633,0
4.71772,1.63713,0
5.37752,2.73789,0
3.56169,2.89507,0
4.03835,0.83585,0
7.00982,2.02258,0
5.11941,1.37030,0
6.12390,1.19689,0
5.58436,1.68633,0
6.88403,0.70085,0
5.10422,1.66516,0
3.92557,1.09176,0
5.40744,2.12699,0
5.30846,1.80765,0
5.11655,2.30304,0
3.64185,1.65706,0
5.25177,2.19318,0
4.70789,1.46251,0
4.49100,1.18312,0
6.13589,1.31483,0
4.33941,2.27958,0
5.08591,0.43779,0
6.03943,0.88075,0
5.04918,-0.44471,0
3.08504,2.14745,0
5.51272,3.51675,0
4.41667,1.30536,0
3.74539,2.90812,0
5.82642,1.67409,0
4.97135,1.24149,0
5.94001,2.77732,0
4.20298,2.44279,0
4.69730,1.10883,0
2.47738,2.58435,0
5.40728,0.75896,0
3.35319,3.05581,0
4.66108,2.43309,0
6.62567,2.50583,0
5.66435,1.89949,0
4.51879,1.32623,0
3.74961,2.35430,0
5.98150,0.48826,0
5.41738,2.48980,0
5.46371,2.95440,0
4.76086,2.44281,0
4.36045,1.76526,0
6.13391,1.49624,0
5.62573,1.46580,0
4.49684,0.92372,0
4.15234,1.71275,0
4.79226,2.86029,0
3.42597,1.20358,0
4.58529,1.71841,0
7.08678,1.79951,0
5.08127,0.39434,0
5.50303,0.54028,0
6.92361,1.81656,0
4.17014,2.46897,0
5.57653,2.78279,0
6.68637,3.94435,0
6.38465,2.77414,0
4.87841,2.18373,0
3.77203,0.76801,0
3.94757,2.08128,0
4.36578,0.66200,0
4.82491,0.40573,0
5.40312,2.31791,0
5.28751,2.29558,0
6.06479,1.03784,0
6.02694,3.74456,0
5.45357,1.03945,0
4.55664,1.68416,0
6.63476,0.05900,0
5.22616,1.51466,0
4.79281,2.37984,0
1.91932,1.66716,0
4.31833,1.82851,0
3.25183,1.50624,0
2.68346,2.44114,0
5.14711,3.04317,0
4.77137,1.14739,0
2.83211,1.32927,0
4.11575,1.04571,0
7.83359,2.69880,0
5.54148,0.85083,0
5.23515,0.34754,0
5.78859,2.25165,0
4.98961,1.27409,0
4.91389,0.98334,0
2.85475,0.61948,0
6.48413,1.44983,0
5.84942,2.20456,0
3.81898,2.05410,0
6.54298,3.04192,0
4.54545,2.76182,0
2.92408,0.03127,0
4.40071,2.00713,0
4.05333,2.01684,0
5.05211,0.81343,0
5.32098,2.38357,0
4.13200,1.60827,0
4.06042,0.49628,0
4.84536,2.43718,0
3.88156,4.09434,0
6.14073,2.83043,0
5.93123,4.42195,0
4.25031,3.42413,0
4.00994,0.05379,0
5.62175,1.51171,0
3.66044,2.49527,0
5.71761,0.75010,0
3.88013,1.75475,0
4.47989,2.44893,0
5.40577,2.75277,0
4.46386,2.48269,0
5.03774,1.23358,0
5.26756,2.30925,0
4.64610,0.64448,0
6.26754,1.31210,0
4.51838,2.10566,0
4.36994,3.07986,0
4.79562,0.10007,0
4.27879,3.79186,0
4.80568,1.90277,0
5.51912,3.28261,0
4.82669,0.05697,0
6.04944,2.22569,0
3.81840,1.55478,0
3.98934,1.29201,0
3.58502,3.38862,0
5.39607,1.52792,0
4.88327,2.35855,0
4.43400,1.11816,0
5.93570,1.61419,0
4.05450,1.79824,0
4.41517,1.65259,0
6.02670,1.21789,0
5.20684,3.90474,0
3.91689,2.38147,0
3.30399,0.86535,0
5.90924,1.80923,0
5.29523,0.67606,0
6.90235,1.67990,0
3.10422,1.62929,0
4.44758,3.66120,0
5.47586,1.30030,0
5.90200,3.13513,0
5.01510,2.36279,0
5.23679,2.14675,0
3.92166,0.57608,0
7.11711,2.17029,0
5.60523,1.66625,0
5.86998,1.55926,0
5.66456,2.30721,0
3.30835,2.68683,0
4.48688,2.53439,0
6.55058,2.56146,0
4.34025,1.11458,0
5.47455,2.14778,0
5.44612,3.67118,0
6.22449,1.12617,0
5.59101,2.82979,0
4.94391,-0.39358,0
4.16074,1.20525,0
5.60724,1.84962,0
5.15991,0.56565,0
3.97253,2.00510,0
4.95456,2.44700,0
4.78597,2.74509,0
2.73132,2.88054,0
3.15810,3.43328,0
4.59771,2.54576,0
4.10561,1.17822,0
3.61049,1.01133,0
5.76974,2.23459,0
5.72811,2.12761,0
4.67471,2.22359,0
4.19730,1.24091,0
4.11018,2.49461,0
4.71414,1.46914,0
4.86315,2.18099,0
4.56709,1.53766,0
3.86128,2.08434,0
3.03548,-0.31220,0
5.07744,2.44077,0
6.46334,1.17521,0
3.91670,1.81983,0
6.38525,0.92264,0
5.61347,3.00589,0
4.97359,1.87393,0
5.37185,2.82005,0
4.95415,3.12389,0
4.64863,0.87942,0
4.41042,1.27806,0
3.73573,-0.09751,0
6.33738,3.79759,0
4.56378,3.42868,0
5.10513,1.15270,0
2.92601,1.96706,0
4.14004,1.48674,0
4.18375,1.15332,0
5.84614,1.56083,0
6.39471,4.19896,0
3.71740,1.88719,0
2.30071,1.87036,0
4.74472,1.85458,0
4.75639,1.61433,0
3.84965,2.12414,0
3.35377,1.34694,0
5.11916,1.86448,0
4.95162,0.73433,0
4.68371,2.20791,0
6.20319,2.33424,0
5.47203,0.96123,0
4.51301,2.41655,0
4.28973,2.97347,0
6.15588,1.94371,0
4.70877,-1.01376,0
4.74833,1.93438,0
5.40917,1.72290,0
6.53271,1.60610,0
4.29493,2.05105,0
5.73788,1.54960,0
5.72719,3.16892,0
6.67753,3.52661,0
4.91832,1.60997,0
4.15764,1.75782,0
4.37879,2.21554,0
4.80908,1.09451,0
4.63523,1.94382,0
3.55111,1.46716,0
3.62386,1.90798,0
6.37629,1.34791,0
5.02426,1.58285,0
3.55562,2.17698,0
5.78580,0.38035,0
8.10698,3.06916,0
5.39744,2.30156,0
4.96209,1.18377,0
4.32029,1.92975,0
3.80893,1.71055,0
6.20227,2.13589,0
5.91655,1.34154,0
5.13231,-0.36281,0
4.63389,3.28178,0
6.15889,1.61131,0
3.75298,3.16591,0
3.87402,0.93255,0
6.17251,2.45969,0
5.13614,1.57420,0
4.40126,0.73210,0
3.31291,2.88460,0
5.37908,1.77142,0
4.64434,2.66959,0
4.51168,1.93155,0
5.12336,1.37566,0
4.61759,1.03190,0
6.30602,2.26065,0
3.68335,1.85789,0
4.53938,2.79906,0
4.76253,2.70633,0
4.70918,2.06527,0
5.49496,1.82855,0
5.68369,2.12326,0
5.06283,3.91667,0
5.30435,3.96863,0
5.76633,1.55167,0
5.65819,1.43734,0
5.53021,-0.32526,0
6.11733,2.21006,0
6.27873,1.39252,0
4.62716,0.43387,0
4.23379,0.12722,0
2.81638,-0.30345,0
2.06455,2.15618,0
7.05134,1.56611,0
4.69601,2.25962,0
5.07162,2.00871,0
5.23368,1.69097,0
3.93985,-0.60619,0
5.24109,0.98926,0
5.16693,0.82609,0
5.25290,1.43659,0
3.75785,4.09392,0
5.63710,0.92822,0
7.43546,2.40586,0
4.40778,2.06389,0
6.40899,1.52134,0
5.30721,3.88255,0
4.96176,1.73684,0
6.02290,1.75444,0
4.23041,2.41564,0
4.78062,1.45350,0
5.02657,-0.15677,0
7.61704,2.64029,0
4.79252,2.83885,0
5.42230,2.06409,0
4.56987,3.09086,0
2.99661,2.17698,0
4.53511,1.83402,0
4.99009,2.04409,0
5.46438,2.87348,0
6.00917,2.50356,0
5.76856,0.67484,0
6.81277,1.76259,0
4.98509,-0.34877,0
3.48381,0.92784,0
5.84332,2.23013,0
4.60022,1.99004,0
6.01406,4.29347,0
5.89917,0.37790,0
3.56377,2.69887,0
5.37308,1.55898,0
6.12922,0.45284,0
4.77758,1.57318,0
5.39016,2.44634,0
5.01868,3.55065,0
5.47331,2.63599,0
5.12745,0.43401,0
5.73854,1.61522,0
6.31530,1.59569,0
5.50310,0.55093,0
4.83869,1.71427,0
4.71458,0.71706,0
6.05505,0.80044,0
4.24915,2.80300,0
2.77089,-0.94336,0
4.01531,1.45086,0
5.60303,1.53512,0
5.74662,0.69151,0
4.81759,0.76625,0
4.29409,0.61757,0
5.92553,1.88907,0
6.28530,1.21601,0
5.28660,2.85012,0
3.43130,1.44376,0
5.14750,0.00777,0
5.41706,2.27321,0
6.77587,2.75366,0
4.58319,1.93950,0
3.42678,2.30665,0
6.11152,1.53169,0
5.88875,1.54804,0
4.85519,2.47033,0
4.36351,1.88057,0
3.69003,2.72757,0
5.68375,2.02864,0
6.22269,1.37497,0
4.58925,1.72709,0
4.10031,0.42488,0
5.08951,2.83794,0
5.05264,0.75297,0
4.80702,1.07855,0
4.60296,0.39859,0
4.42624,-0.41890,0
3.38130,-0.29935,0
6.47314,2.02046,0
5.78779,-0.13813,0
3.02514,1.91857,0
6.07608,0.80136,0
4.45871,2.19491,0
4.98939,1.39878,0
4.59705,2.07699,0
5.10710,2.62854,0
3.85560,1.05482,0
5.08442,4.11407,0
5.47206,1.93847,0
6.21966,3.70557,0
6.07246,0.91560,0
5.93099,1.19605,0
6.44952,3.10544,0
5.21221,1.84350,0
4.63086,0.56948,0
3.33501,1.92186,0
3.39752,3.31260,0
3.94945,1.32612,0
5.56211,1.66272,0
4.84230,1.08029,0
5.69204,2.73154,0
5.44665,3.21982,0
5.37171,1.15580,0
4.22473,0.75831,0
2.60848,1.15302,0
4.40129,1.34732,0
4.51329,1.94157,0
4.36954,-0.32259,0
5.66996,2.00206,0
3.69437,1.57933,0
4.82364,1.79101,0
4.35989,1.37611,0
4.59365,2.16748,0
6.21112,2.75207,0
4.69886,1.01309,0
6.05788,2.14616,0
6.05298,1.96972,0
4.07373,1.80888,0
3.04918,3.06117,0
4.31142,2.84080,0
4.72553,0.41282,0
4.25186,1.51526,0
7.01219,1.97285,0
4.36207,0.83752,0
4.20509,2.32143,0
5.39452,2.09527,0
5.21637,3.58347,0
4.43650,0.59158,0
6.08117,3.20634,0
4.98145,2.15903,0
3.93525,2.60130,0
